country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/14/2021,-36,17,18,-4,-9,8
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/15/2021,-24,10,11,-32,-38,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/16/2021,-19,17,46,-24,-35,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/17/2021,-22,12,64,-17,-33,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/18/2021,-28,21,13,-26,-35,15
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/19/2021,-29,29,60,-13,-35,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/20/2021,-28,20,63,17,-7,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/21/2021,-29,30,91,30,-3,4
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/22/2021,-26,12,26,-15,-19,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/23/2021,-23,16,46,-10,-17,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/24/2021,-20,12,83,2,-16,8
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/25/2021,-31,18,11,-12,-16,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/26/2021,-36,23,23,-11,-15,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/27/2021,-35,15,1,-8,-6,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/28/2021,-37,20,41,13,-4,6
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/1/2021,-28,11,9,-20,-18,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/2/2021,-24,15,46,-13,-16,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/3/2021,-26,10,19,-16,-16,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/4/2021,-35,15,-29,-26,-16,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/5/2021,-37,21,1,-16,-15,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/6/2021,-33,17,-1,-13,-5,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/7/2021,-38,17,26,2,-4,7
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/8/2021,-27,13,10,-19,-19,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/9/2021,-27,14,2,-19,-17,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/10/2021,-31,9,-19,-23,-17,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/11/2021,-38,11,-27,-24,-17,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/12/2021,-41,19,-23,-21,-15,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/13/2021,-39,13,-42,-32,-6,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/14/2021,-44,9,-1,-12,-4,8
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/15/2021,-29,11,5,-21,-18,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/16/2021,-32,10,-21,-23,-17,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/17/2021,-33,8,-22,-23,-16,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/18/2021,-35,16,-18,-21,-15,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/19/2021,-35,25,25,-11,-15,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/20/2021,-34,16,16,-8,-3,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/21/2021,-43,16,0,-10,-5,8
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/22/2021,-26,15,22,-18,-18,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/23/2021,-22,18,36,-14,-16,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/24/2021,-16,19,56,-10,-17,8
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/25/2021,-19,27,31,-11,-16,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/26/2021,-28,27,14,-13,-16,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/27/2021,-49,12,-2,-21,-7,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/28/2021,-49,7,17,-3,-9,8
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/29/2021,-25,17,103,-29,-30,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/30/2021,-17,27,172,-2,-26,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,3/31/2021,-24,22,130,-10,-29,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/1/2021,-30,33,43,-27,-30,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/2/2021,-39,33,29,-30,-31,15
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/3/2021,-38,32,14,-19,-11,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/4/2021,-39,24,50,-9,-9,7
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/5/2021,-49,-38,82,-48,-82,27
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/6/2021,-12,54,85,-30,-43,15
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,4/7/2021,-22,29,76,-25,-41,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/1/2021,-83,-87,-1,-68,-82,26
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/2/2021,-48,-15,17,-35,-23,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/3/2021,-51,-18,22,-38,-15,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/4/2021,-26,0,-19,-33,-28,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/5/2021,-28,0,-5,-32,-27,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/6/2021,-28,-3,-16,-32,-26,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/7/2021,-34,-8,-19,-32,-27,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/8/2021,-39,-7,-16,-33,-26,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/9/2021,-37,-6,12,-31,-12,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/10/2021,-44,-16,60,-29,-12,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/11/2021,-29,-7,-10,-32,-26,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/12/2021,-33,-8,-13,-33,-26,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/13/2021,-35,-9,-10,-31,-25,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/14/2021,-42,-15,-19,-35,-29,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/15/2021,-43,-10,-12,-34,-28,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/16/2021,-45,-13,12,-36,-16,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/17/2021,-52,-22,31,-38,-16,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/18/2021,-32,-11,-11,-33,-29,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/19/2021,-38,-13,-17,-35,-28,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/20/2021,-36,-10,-5,-30,-26,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/21/2021,-39,-12,-12,-31,-27,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/22/2021,-40,-6,-4,-30,-25,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/23/2021,-40,-9,5,-31,-12,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/24/2021,-51,-21,42,-36,-15,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/25/2021,-32,-10,-6,-31,-28,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/26/2021,-32,-7,8,-30,-27,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/27/2021,-37,-9,-14,-32,-26,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/28/2021,-36,-5,-19,-32,-27,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/29/2021,-38,-3,-14,-32,-26,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/30/2021,-39,-5,-17,-35,-12,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,1/31/2021,-46,-17,35,-30,-10,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/1/2021,-30,-5,-11,-29,-27,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/2/2021,-31,-3,-4,-29,-26,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/3/2021,-35,-9,-14,-30,-26,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/4/2021,-33,-6,12,-26,-25,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/5/2021,-36,-1,4,-27,-24,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/6/2021,-38,-4,-3,-32,-11,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/7/2021,-52,-19,-5,-40,-14,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/8/2021,-35,-13,-17,-33,-31,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/9/2021,-33,-7,-7,-32,-29,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/10/2021,-33,-5,-17,-32,-26,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/11/2021,-30,-1,-6,-31,-26,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/12/2021,-35,0,-8,-32,-26,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/13/2021,-29,1,26,-31,-12,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/14/2021,-30,-6,62,-31,-10,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/15/2021,-24,-7,1,-42,-45,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/16/2021,-22,0,47,-35,-42,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/17/2021,-28,-5,23,-33,-38,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/18/2021,-29,-2,9,-38,-41,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/19/2021,-32,2,40,-36,-40,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/20/2021,-33,0,104,-18,-11,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/21/2021,-27,8,180,-8,-7,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/22/2021,-25,-2,19,-25,-24,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/23/2021,-23,1,44,-21,-22,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/24/2021,-22,3,66,-16,-21,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/25/2021,-23,5,34,-19,-22,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/26/2021,-28,8,17,-22,-20,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/27/2021,-30,5,45,-24,-7,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,2/28/2021,-28,6,121,-14,-6,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/1/2021,-19,4,26,-23,-23,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/2/2021,-18,6,57,-19,-21,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/3/2021,-19,6,46,-17,-20,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/4/2021,-28,2,-12,-27,-22,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/5/2021,-27,9,15,-22,-20,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/6/2021,-26,7,53,-22,-7,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/7/2021,-28,4,92,-20,-5,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/8/2021,-20,3,17,-24,-23,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/9/2021,-24,3,6,-25,-22,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/10/2021,-25,4,5,-22,-20,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/11/2021,-29,2,-7,-26,-22,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/12/2021,-33,4,-5,-27,-21,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/13/2021,-33,3,-5,-33,-8,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/14/2021,-40,-7,9,-35,-8,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/15/2021,-25,1,2,-25,-23,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/16/2021,-27,1,-1,-25,-22,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/17/2021,-28,2,-6,-24,-20,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/18/2021,-28,3,0,-23,-21,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/19/2021,-30,6,21,-22,-20,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/20/2021,-31,4,69,-21,-6,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/21/2021,-37,-1,45,-29,-8,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/22/2021,-25,2,10,-25,-23,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/23/2021,-21,4,37,-20,-21,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/24/2021,-14,9,52,-15,-20,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/25/2021,-13,12,19,-20,-22,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/26/2021,-19,12,28,-20,-21,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/27/2021,-49,-3,24,-32,-10,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/28/2021,-37,-6,119,-17,-8,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/29/2021,-33,-13,84,-45,-42,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/30/2021,-23,17,126,-25,-36,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,3/31/2021,-25,12,102,-23,-34,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/1/2021,-23,15,80,-28,-35,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/2/2021,-31,16,48,-32,-36,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/3/2021,-35,15,82,-26,-11,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/4/2021,-31,6,118,-23,-7,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/5/2021,-66,-57,29,-63,-81,24
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/6/2021,-26,18,41,-42,-47,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,4/7/2021,-32,7,29,-40,-45,14
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/1/2021,-85,-88,-27,-72,-80,25
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/2/2021,-49,-19,0,-38,-22,13
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/3/2021,-53,-18,9,-45,-15,8
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/4/2021,-24,1,-25,-38,-25,11
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/5/2021,-26,-1,-14,-35,-25,11
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/6/2021,-27,-5,-23,-35,-23,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/7/2021,-30,-9,-25,-35,-25,12
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/8/2021,-36,-6,-24,-35,-22,13
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/9/2021,-38,-10,-8,-36,-12,11
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/10/2021,-49,-16,15,-44,-12,7
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/11/2021,-27,-8,-19,-38,-23,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/12/2021,-31,-9,-16,-38,-24,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/13/2021,-35,-12,-20,-36,-23,9
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/14/2021,-42,-19,-25,-41,-27,12
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/15/2021,-42,-11,-22,-38,-27,13
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/16/2021,-49,-19,-7,-43,-17,11
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/17/2021,-57,-22,-4,-51,-16,7
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/18/2021,-29,-10,-17,-38,-25,9
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/19/2021,-35,-12,-20,-39,-26,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/20/2021,-35,-11,-11,-35,-23,9
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/21/2021,-37,-15,-18,-36,-24,11
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/22/2021,-39,-7,-10,-35,-23,12
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/23/2021,-41,-12,-12,-37,-11,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/24/2021,-52,-19,16,-49,-14,6
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/25/2021,-29,-8,-11,-38,-25,9
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/26/2021,-30,-8,-1,-36,-24,9
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/27/2021,-35,-10,-17,-35,-23,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/28/2021,-32,-6,-20,-36,-25,11
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/29/2021,-36,-3,-23,-36,-24,12
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/30/2021,-39,-9,-31,-40,-11,10
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,1/31/2021,-50,-17,12,-44,-10,6
BE,Belgium,Wallonia,Hainaut,,BE-WHT,,ChIJXWuHtA0mwkcRkEtWu-NC1GE,2/1/2021,-27,-5,-21,-36,-24,9
