country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Brussels,Brussels,2/15/2020,11.0,8.0,89.0,18,1.0,-1
BE,Belgium,Brussels,Brussels,2/16/2020,-1.0,-2.0,-1.0,8,-5.0,1
BE,Belgium,Brussels,Brussels,2/17/2020,2.0,1.0,15.0,4,4.0,0
BE,Belgium,Brussels,Brussels,2/18/2020,6.0,3.0,20.0,7,5.0,-1
BE,Belgium,Brussels,Brussels,2/19/2020,0.0,1.0,10.0,3,5.0,-1
BE,Belgium,Brussels,Brussels,2/20/2020,-4.0,-3.0,6.0,3,3.0,0
BE,Belgium,Brussels,Brussels,2/21/2020,1.0,1.0,3.0,7,2.0,0
BE,Belgium,Brussels,Brussels,2/22/2020,-6.0,-4.0,-12.0,4,-1.0,0
BE,Belgium,Brussels,Brussels,2/23/2020,-9.0,-13.0,-34.0,0,-5.0,0
BE,Belgium,Brussels,Brussels,2/24/2020,3.0,-5.0,-21.0,-9,-18.0,3
BE,Belgium,Brussels,Brussels,2/25/2020,3.0,-1.0,-3.0,-7,-17.0,3
BE,Belgium,Brussels,Brussels,2/26/2020,-4.0,-5.0,-22.0,-9,-16.0,2
BE,Belgium,Brussels,Brussels,2/27/2020,-8.0,-7.0,-35.0,-13,-18.0,4
BE,Belgium,Brussels,Brussels,2/28/2020,-3.0,-3.0,-16.0,-7,-18.0,4
BE,Belgium,Brussels,Brussels,2/29/2020,-7.0,-1.0,-24.0,-2,-2.0,0
BE,Belgium,Brussels,Brussels,3/1/2020,-5.0,1.0,10.0,7,-4.0,-1
BE,Belgium,Brussels,Brussels,3/2/2020,-8.0,1.0,-21.0,-1,2.0,1
BE,Belgium,Brussels,Brussels,3/3/2020,2.0,7.0,6.0,-2,3.0,0
BE,Belgium,Brussels,Brussels,3/4/2020,-3.0,4.0,-10.0,-1,3.0,0
BE,Belgium,Brussels,Brussels,3/5/2020,-6.0,-2.0,-20.0,0,2.0,1
BE,Belgium,Brussels,Brussels,3/6/2020,-2.0,3.0,-8.0,6,0.0,1
BE,Belgium,Brussels,Brussels,3/7/2020,2.0,1.0,29.0,6,1.0,0
BE,Belgium,Brussels,Brussels,3/8/2020,-5.0,-9.0,-16.0,3,-5.0,1
BE,Belgium,Brussels,Brussels,3/9/2020,-5.0,2.0,2.0,-4,0.0,1
BE,Belgium,Brussels,Brussels,3/10/2020,-10.0,2.0,-14.0,-8,0.0,2
BE,Belgium,Brussels,Brussels,3/11/2020,-12.0,3.0,-15.0,-7,-1.0,2
BE,Belgium,Brussels,Brussels,3/12/2020,-13.0,16.0,-7.0,-10,-4.0,3
BE,Belgium,Brussels,Brussels,3/13/2020,-19.0,32.0,-23.0,-19,-14.0,7
BE,Belgium,Brussels,Brussels,3/14/2020,-73.0,-13.0,1.0,-41,-33.0,12
BE,Belgium,Brussels,Brussels,3/15/2020,-70.0,-27.0,13.0,-44,-37.0,9
BE,Belgium,Brussels,Brussels,3/16/2020,-50.0,2.0,-13.0,-51,-47.0,18
BE,Belgium,Brussels,Brussels,3/17/2020,-55.0,13.0,28.0,-57,-55.0,19
BE,Belgium,Brussels,Brussels,3/18/2020,-73.0,-16.0,11.0,-66,-64.0,24
BE,Belgium,Brussels,Brussels,3/19/2020,-83.0,-35.0,-34.0,-77,-72.0,31
BE,Belgium,Brussels,Brussels,3/20/2020,-85.0,-37.0,-57.0,-78,-72.0,35
BE,Belgium,Brussels,Brussels,3/21/2020,-88.0,-48.0,-35.0,-76,-60.0,24
BE,Belgium,Brussels,Brussels,3/22/2020,-86.0,-56.0,-23.0,-76,-58.0,17
BE,Belgium,Brussels,Brussels,3/23/2020,-83.0,-38.0,-35.0,-79,-75.0,31
BE,Belgium,Brussels,Brussels,3/24/2020,-84.0,-35.0,-29.0,-80,-76.0,32
BE,Belgium,Brussels,Brussels,3/25/2020,-85.0,-38.0,-35.0,-79,-75.0,31
BE,Belgium,Brussels,Brussels,3/26/2020,-85.0,-38.0,-43.0,-81,-76.0,34
BE,Belgium,Brussels,Brussels,3/27/2020,-85.0,-36.0,-40.0,-79,-75.0,36
BE,Belgium,Brussels,Brussels,3/28/2020,-88.0,-47.0,-36.0,-77,-62.0,24
BE,Belgium,Brussels,Brussels,3/29/2020,-89.0,-65.0,-64.0,-82,-62.0,19
BE,Belgium,Brussels,Brussels,3/30/2020,-85.0,-42.0,-47.0,-81,-76.0,32
BE,Belgium,Brussels,Brussels,3/31/2020,-84.0,-37.0,-35.0,-81,-76.0,32
BE,Belgium,Brussels,Brussels,4/1/2020,-85.0,-39.0,-28.0,-80,-75.0,31
BE,Belgium,Brussels,Brussels,4/2/2020,-86.0,-41.0,-55.0,-82,-77.0,34
BE,Belgium,Brussels,Brussels,4/3/2020,-85.0,-37.0,-42.0,-80,-75.0,36
BE,Belgium,Brussels,Brussels,4/4/2020,-87.0,-44.0,-20.0,-74,-61.0,24
BE,Belgium,Brussels,Brussels,4/5/2020,-84.0,-49.0,9.0,-72,-57.0,17
BE,Belgium,Brussels,Brussels,4/6/2020,-83.0,-39.0,-22.0,-79,-75.0,31
BE,Belgium,Brussels,Brussels,4/7/2020,-82.0,-32.0,-4.0,-79,-75.0,31
BE,Belgium,Brussels,Brussels,4/8/2020,-83.0,-35.0,-11.0,-78,-74.0,29
BE,Belgium,Brussels,Brussels,4/9/2020,-83.0,-32.0,-14.0,-79,-75.0,32
BE,Belgium,Brussels,Brussels,4/10/2020,-83.0,-30.0,-14.0,-77,-75.0,34
BE,Belgium,Brussels,Brussels,4/11/2020,-86.0,-39.0,-6.0,-71,-57.0,22
BE,Belgium,Brussels,Brussels,4/12/2020,-84.0,-53.0,-8.0,-74,-56.0,17
BE,Belgium,Brussels,Brussels,4/13/2020,-89.0,-73.0,-26.0,-86,-90.0,37
BE,Belgium,Brussels,Brussels,4/14/2020,-82.0,-28.0,-32.0,-79,-75.0,31
BE,Belgium,Brussels,Brussels,4/15/2020,-82.0,-32.0,-18.0,-77,-73.0,29
BE,Belgium,Brussels,Brussels,4/16/2020,-83.0,-32.0,-14.0,-78,-74.0,31
BE,Belgium,Brussels,Brussels,4/17/2020,-82.0,-32.0,-17.0,-76,-73.0,34
BE,Belgium,Brussels,Brussels,4/18/2020,-86.0,-45.0,-48.0,-75,-56.0,24
BE,Belgium,Brussels,Brussels,4/19/2020,-85.0,-57.0,-26.0,-74,-54.0,17
BE,Belgium,Brussels,Brussels,4/20/2020,-78.0,-39.0,0.0,-76,-73.0,30
BE,Belgium,Brussels,Brussels,4/21/2020,-78.0,-33.0,-1.0,-77,-72.0,29
BE,Belgium,Brussels,Brussels,4/22/2020,-79.0,-33.0,2.0,-75,-70.0,28
BE,Belgium,Brussels,Brussels,4/23/2020,-79.0,-31.0,-2.0,-75,-71.0,29
BE,Belgium,Brussels,Brussels,4/24/2020,-80.0,-32.0,-19.0,-75,-70.0,32
BE,Belgium,Brussels,Brussels,4/25/2020,-83.0,-39.0,-8.0,-69,-51.0,21
BE,Belgium,Brussels,Brussels,4/26/2020,-80.0,-45.0,23.0,-67,-50.0,15
BE,Belgium,Brussels,Brussels,4/27/2020,-77.0,-38.0,5.0,-74,-70.0,28
BE,Belgium,Brussels,Brussels,4/28/2020,-81.0,-37.0,-48.0,-78,-71.0,28
BE,Belgium,Brussels,Brussels,4/29/2020,-79.0,-31.0,-36.0,-75,-69.0,28
BE,Belgium,Brussels,Brussels,4/30/2020,-76.0,-20.0,-35.0,-74,-69.0,29
BE,Belgium,Brussels,Brussels,5/1/2020,-86.0,-63.0,-29.0,-81,-86.0,39
BE,Belgium,Brussels,Brussels,5/2/2020,-81.0,-33.0,-28.0,-69,-50.0,21
BE,Belgium,Brussels,Brussels,5/3/2020,-79.0,-44.0,2.0,-67,-47.0,15
BE,Belgium,Brussels,Brussels,5/4/2020,-73.0,-29.0,-8.0,-70,-66.0,26
BE,Belgium,Brussels,Brussels,5/5/2020,-72.0,-23.0,19.0,-70,-66.0,26
BE,Belgium,Brussels,Brussels,5/6/2020,-73.0,-25.0,26.0,-67,-64.0,24
BE,Belgium,Brussels,Brussels,5/7/2020,-73.0,-24.0,13.0,-69,-65.0,26
BE,Belgium,Brussels,Brussels,5/8/2020,-74.0,-26.0,13.0,-66,-64.0,28
BE,Belgium,Brussels,Brussels,5/9/2020,-76.0,-28.0,47.0,-58,-41.0,16
BE,Belgium,Brussels,Brussels,5/10/2020,-76.0,-40.0,-26.0,-63,-38.0,12
BE,Belgium,Brussels,Brussels,5/11/2020,-59.0,-27.0,-15.0,-63,-61.0,23
BE,Belgium,Brussels,Brussels,5/12/2020,-60.0,-21.0,-4.0,-62,-61.0,23
BE,Belgium,Brussels,Brussels,5/13/2020,-62.0,-23.0,-15.0,-61,-60.0,22
BE,Belgium,Brussels,Brussels,5/14/2020,-63.0,-19.0,0.0,-61,-61.0,22
BE,Belgium,Brussels,Brussels,5/15/2020,-63.0,-18.0,15.0,-57,-59.0,24
BE,Belgium,Brussels,Brussels,5/16/2020,-65.0,-23.0,16.0,-47,-32.0,14
BE,Belgium,Brussels,Brussels,5/17/2020,-69.0,-27.0,68.0,-48,-29.0,10
BE,Belgium,Brussels,Brussels,5/18/2020,-53.0,-19.0,42.0,-54,-57.0,20
BE,Belgium,Brussels,Brussels,5/19/2020,-53.0,-12.0,50.0,-55,-56.0,20
BE,Belgium,Brussels,Brussels,5/20/2020,-50.0,-3.0,51.0,-52,-55.0,17
BE,Belgium,Brussels,Brussels,5/21/2020,-73.0,-46.0,85.0,-67,-81.0,25
BE,Belgium,Brussels,Brussels,5/22/2020,-54.0,-8.0,-11.0,-57,-65.0,24
BE,Belgium,Brussels,Brussels,5/23/2020,-59.0,-21.0,18.0,-44,-26.0,13
BE,Belgium,Brussels,Brussels,5/24/2020,-72.0,-33.0,16.0,-51,-23.0,8
BE,Belgium,Brussels,Brussels,5/25/2020,-49.0,-21.0,51.0,-52,-55.0,19
BE,Belgium,Brussels,Brussels,5/26/2020,-49.0,-13.0,65.0,-54,-53.0,18
BE,Belgium,Brussels,Brussels,5/27/2020,-52.0,-14.0,69.0,-51,-52.0,17
BE,Belgium,Brussels,Brussels,5/28/2020,-52.0,-11.0,54.0,-52,-53.0,19
BE,Belgium,Brussels,Brussels,5/29/2020,-52.0,-9.0,68.0,-48,-51.0,19
BE,Belgium,Brussels,Brussels,5/30/2020,-54.0,-15.0,79.0,-35,-10.0,8
BE,Belgium,Brussels,Brussels,5/31/2020,-63.0,-17.0,100.0,-38,-11.0,5
BE,Belgium,Brussels,Brussels,6/1/2020,-70.0,-53.0,146.0,-64,-79.0,22
BE,Belgium,Brussels,Brussels,6/2/2020,-44.0,0.0,70.0,-48,-49.0,15
BE,Belgium,Brussels,Brussels,6/3/2020,-48.0,-7.0,59.0,-47,-49.0,15
BE,Belgium,Brussels,Brussels,6/4/2020,-55.0,-13.0,-25.0,-53,-50.0,19
BE,Belgium,Brussels,Brussels,6/5/2020,-56.0,-15.0,-30.0,-50,-49.0,20
BE,Belgium,Brussels,Brussels,6/6/2020,-50.0,-15.0,13.0,-37,-12.0,10
BE,Belgium,Brussels,Brussels,6/7/2020,-56.0,-18.0,56.0,-34,-12.0,7
BE,Belgium,Brussels,Brussels,6/8/2020,-36.0,-22.0,-20.0,-47,-48.0,16
BE,Belgium,Brussels,Brussels,6/9/2020,-34.0,-14.0,5.0,-46,-47.0,15
BE,Belgium,Brussels,Brussels,6/10/2020,-35.0,-14.0,18.0,-44,-47.0,14
BE,Belgium,Brussels,Brussels,6/11/2020,-34.0,-12.0,19.0,-45,-47.0,15
BE,Belgium,Brussels,Brussels,6/12/2020,-34.0,-13.0,11.0,-40,-45.0,14
BE,Belgium,Brussels,Brussels,6/13/2020,-34.0,-16.0,77.0,-26,-2.0,4
BE,Belgium,Brussels,Brussels,6/14/2020,-42.0,-16.0,60.0,-32,1.0,2
BE,Belgium,Brussels,Brussels,6/15/2020,-27.0,-13.0,65.0,-40,-45.0,13
BE,Belgium,Brussels,Brussels,6/16/2020,-27.0,-7.0,52.0,-41,-45.0,12
BE,Belgium,Brussels,Brussels,6/17/2020,-36.0,-17.0,-13.0,-42,-45.0,13
BE,Belgium,Brussels,Brussels,6/18/2020,-29.0,-8.0,31.0,-41,-45.0,12
BE,Belgium,Brussels,Brussels,6/19/2020,-29.0,-10.0,37.0,-36,-44.0,11
BE,Belgium,Brussels,Brussels,6/20/2020,-33.0,-17.0,60.0,-23,-2.0,3
BE,Belgium,Brussels,Brussels,6/21/2020,-41.0,-17.0,47.0,-30,-2.0,2
BE,Belgium,Brussels,Brussels,6/22/2020,-23.0,-12.0,69.0,-37,-47.0,11
BE,Belgium,Brussels,Brussels,6/23/2020,-21.0,-6.0,93.0,-36,-45.0,10
BE,Belgium,Brussels,Brussels,6/24/2020,-26.0,-8.0,82.0,-36,-42.0,9
BE,Belgium,Brussels,Brussels,6/25/2020,-27.0,-7.0,72.0,-36,-43.0,9
BE,Belgium,Brussels,Brussels,6/26/2020,-30.0,-9.0,35.0,-33,-43.0,10
BE,Belgium,Brussels,Brussels,6/27/2020,-34.0,-17.0,18.0,-23,-6.0,3
BE,Belgium,Brussels,Brussels,6/28/2020,-36.0,-13.0,55.0,-24,5.0,1
BE,Belgium,Brussels,Brussels,6/29/2020,-20.0,-11.0,31.0,-36,-43.0,10
BE,Belgium,Brussels,Brussels,6/30/2020,-21.0,-11.0,-1.0,-37,-43.0,11
BE,Belgium,Brussels,Brussels,7/1/2020,-23.0,-11.0,8.0,-36,-44.0,9
BE,Belgium,Brussels,Brussels,7/2/2020,-21.0,-9.0,31.0,-36,-45.0,9
BE,Belgium,Brussels,Brussels,7/3/2020,-24.0,-11.0,41.0,-31,-45.0,9
BE,Belgium,Brussels,Brussels,7/4/2020,-30.0,-19.0,10.0,-21,-7.0,2
BE,Belgium,Brussels,Brussels,7/5/2020,-34.0,-15.0,33.0,-26,-4.0,1
BE,Belgium,Brussels,Brussels,7/6/2020,-20.0,-16.0,33.0,-37,-48.0,9
BE,Belgium,Brussels,Brussels,7/7/2020,-18.0,-11.0,50.0,-37,-47.0,9
BE,Belgium,Brussels,Brussels,7/8/2020,-29.0,-19.0,-24.0,-39,-45.0,10
BE,Belgium,Brussels,Brussels,7/9/2020,-25.0,-15.0,33.0,-39,-46.0,9
BE,Belgium,Brussels,Brussels,7/10/2020,-28.0,-18.0,34.0,-34,-46.0,9
BE,Belgium,Brussels,Brussels,7/11/2020,-31.0,-25.0,83.0,-19,-4.0,0
BE,Belgium,Brussels,Brussels,7/12/2020,-30.0,-16.0,115.0,-19,4.0,-2
BE,Belgium,Brussels,Brussels,7/13/2020,-19.0,-19.0,97.0,-38,-49.0,8
BE,Belgium,Brussels,Brussels,7/14/2020,-26.0,-21.0,8.0,-43,-49.0,10
BE,Belgium,Brussels,Brussels,7/15/2020,-27.0,-21.0,27.0,-40,-46.0,8
BE,Belgium,Brussels,Brussels,7/16/2020,-31.0,-22.0,-1.0,-43,-48.0,11
BE,Belgium,Brussels,Brussels,7/17/2020,-32.0,-22.0,36.0,-37,-48.0,9
BE,Belgium,Brussels,Brussels,7/18/2020,-38.0,-31.0,91.0,-24,-5.0,-1
BE,Belgium,Brussels,Brussels,7/19/2020,-38.0,-24.0,89.0,-26,3.0,-2
BE,Belgium,Brussels,Brussels,7/20/2020,-22.0,-17.0,69.0,-47,-61.0,9
BE,Belgium,Brussels,Brussels,7/21/2020,-50.0,-59.0,126.0,-61,-76.0,15
BE,Belgium,Brussels,Brussels,7/22/2020,-30.0,-17.0,52.0,-43,-49.0,8
BE,Belgium,Brussels,Brussels,7/23/2020,-32.0,-21.0,56.0,-45,-50.0,10
BE,Belgium,Brussels,Brussels,7/24/2020,-39.0,-25.0,11.0,-44,-51.0,12
BE,Belgium,Brussels,Brussels,7/25/2020,-42.0,-31.0,33.0,-31,-8.0,3
BE,Belgium,Brussels,Brussels,7/26/2020,-42.0,-27.0,56.0,-29,2.0,0
BE,Belgium,Brussels,Brussels,7/27/2020,-31.0,-24.0,51.0,-46,-55.0,11
BE,Belgium,Brussels,Brussels,7/28/2020,-31.0,-22.0,46.0,-48,-53.0,11
BE,Belgium,Brussels,Brussels,7/29/2020,-33.0,-23.0,61.0,-45,-52.0,9
BE,Belgium,Brussels,Brussels,7/30/2020,-35.0,-18.0,45.0,-47,-54.0,10
BE,Belgium,Brussels,Brussels,7/31/2020,-46.0,-29.0,39.0,-46,-56.0,9
BE,Belgium,Brussels,Brussels,8/1/2020,-45.0,-34.0,44.0,-34,-9.0,2
BE,Belgium,Brussels,Brussels,8/2/2020,-39.0,-27.0,50.0,-31,3.0,-1
BE,Belgium,Brussels,Brussels,8/3/2020,-30.0,-25.0,25.0,-48,-56.0,11
BE,Belgium,Brussels,Brussels,8/4/2020,-27.0,-20.0,61.0,-48,-55.0,10
BE,Belgium,Brussels,Brussels,8/5/2020,-31.0,-23.0,67.0,-45,-54.0,9
BE,Belgium,Brussels,Brussels,8/6/2020,-36.0,-24.0,48.0,-49,-56.0,10
BE,Belgium,Brussels,Brussels,8/7/2020,-41.0,-26.0,40.0,-45,-55.0,10
BE,Belgium,Brussels,Brussels,8/8/2020,-49.0,-36.0,39.0,-36,-12.0,1
BE,Belgium,Brussels,Brussels,8/9/2020,-48.0,-32.0,43.0,-36,-1.0,-1
BE,Belgium,Brussels,Brussels,8/10/2020,-32.0,-24.0,46.0,-49,-56.0,10
BE,Belgium,Brussels,Brussels,8/11/2020,-33.0,-22.0,42.0,-50,-56.0,10
BE,Belgium,Brussels,Brussels,8/12/2020,-38.0,-26.0,31.0,-48,-54.0,9
BE,Belgium,Brussels,Brussels,8/13/2020,-40.0,-25.0,7.0,-50,-55.0,12
BE,Belgium,Brussels,Brussels,8/14/2020,-37.0,-19.0,20.0,-44,-54.0,11
BE,Belgium,Brussels,Brussels,8/15/2020,-59.0,-58.0,39.0,-39,-23.0,5
BE,Belgium,Brussels,Brussels,8/16/2020,-44.0,-19.0,30.0,-34,0.0,0
BE,Belgium,Brussels,Brussels,8/19/2020,-35.0,-24.0,18.0,-45,-51.0,10
BE,Belgium,Brussels,Brussels,8/20/2020,-37.0,-25.0,29.0,-48,-53.0,10
BE,Belgium,Brussels,Brussels,8/21/2020,-36.0,-25.0,43.0,-43,-51.0,11
BE,Belgium,Brussels,Brussels,8/22/2020,-41.0,-32.0,30.0,-32,-10.0,3
BE,Belgium,Brussels,Brussels,8/23/2020,-43.0,-25.0,19.0,-35,-2.0,1
BE,Belgium,Brussels,Brussels,8/24/2020,-29.0,-22.0,16.0,-45,-52.0,11
BE,Belgium,Brussels,Brussels,8/25/2020,-28.0,-19.0,12.0,-45,-51.0,11
BE,Belgium,Brussels,Brussels,8/26/2020,-31.0,-21.0,9.0,-43,-49.0,10
BE,Belgium,Brussels,Brussels,8/27/2020,-30.0,-20.0,18.0,-43,-50.0,10
BE,Belgium,Brussels,Brussels,8/28/2020,-30.0,-19.0,10.0,-37,-49.0,11
BE,Belgium,Brussels,Brussels,8/29/2020,-31.0,-23.0,28.0,-25,-12.0,3
BE,Belgium,Brussels,Brussels,8/30/2020,-40.0,-22.0,5.0,-31,-7.0,2
BE,Belgium,Brussels,Brussels,9/1/2020,-21.0,-7.0,33.0,-38,-48.0,9
BE,Belgium,Brussels,Brussels,9/2/2020,-22.0,-8.0,38.0,-34,-46.0,8
BE,Belgium,Brussels,Brussels,9/3/2020,-28.0,-12.0,9.0,-36,-47.0,9
BE,Belgium,Brussels,Brussels,9/4/2020,-26.0,-13.0,23.0,-29,-46.0,8
BE,Belgium,Brussels,Brussels,9/5/2020,-26.0,-19.0,51.0,-21,-13.0,2
BE,Belgium,Brussels,Brussels,9/6/2020,-29.0,-10.0,66.0,-21,-10.0,1
BE,Belgium,Brussels,Brussels,9/8/2020,-26.0,-12.0,23.0,-34,-47.0,7
BE,Belgium,Brussels,Brussels,9/9/2020,-26.0,-11.0,29.0,-32,-44.0,7
BE,Belgium,Brussels,Brussels,9/10/2020,-26.0,-12.0,38.0,-33,-45.0,7
BE,Belgium,Brussels,Brussels,9/11/2020,-25.0,-13.0,42.0,-28,-44.0,7
BE,Belgium,Brussels,Brussels,9/12/2020,-26.0,-18.0,76.0,-18,-13.0,1
BE,Belgium,Brussels,Brussels,9/13/2020,-28.0,-11.0,104.0,-17,-9.0,-1
BE,Belgium,Brussels,Brussels,9/14/2020,-23.0,-13.0,62.0,-30,-43.0,6
BE,Belgium,Brussels,Brussels,9/15/2020,-25.0,-11.0,64.0,-32,-40.0,6
BE,Belgium,Brussels,Brussels,9/16/2020,-25.0,-11.0,54.0,-29,-40.0,6
BE,Belgium,Brussels,Brussels,9/17/2020,-28.0,-15.0,29.0,-34,-41.0,7
BE,Belgium,Brussels,Brussels,9/18/2020,-27.0,-15.0,46.0,-28,-41.0,7
BE,Belgium,Brussels,Brussels,9/19/2020,-29.0,-20.0,83.0,-17,-13.0,1
BE,Belgium,Brussels,Brussels,9/20/2020,-27.0,-18.0,149.0,0,-13.0,1
BE,Belgium,Brussels,Brussels,9/21/2020,-25.0,-13.0,49.0,-30,-44.0,7
BE,Belgium,Brussels,Brussels,9/22/2020,-26.0,-11.0,48.0,-31,-40.0,7
BE,Belgium,Brussels,Brussels,9/23/2020,-30.0,-11.0,19.0,-29,-37.0,8
BE,Belgium,Brussels,Brussels,9/24/2020,-32.0,-16.0,-7.0,-33,-39.0,9
BE,Belgium,Brussels,Brussels,9/25/2020,-34.0,-18.0,-21.0,-29,-39.0,10
BE,Belgium,Brussels,Brussels,9/26/2020,-34.0,-20.0,-7.0,-25,-16.0,5
BE,Belgium,Brussels,Brussels,9/27/2020,-37.0,-20.0,16.0,-26,-15.0,4
BE,Belgium,Brussels,Brussels,9/28/2020,-37.0,-23.0,-22.0,-29,-44.0,11
BE,Belgium,Brussels,Brussels,9/29/2020,-24.0,-8.0,21.0,-28,-36.0,7
BE,Belgium,Brussels,Brussels,9/30/2020,-24.0,-6.0,18.0,-27,-36.0,7
BE,Belgium,Brussels,Brussels,10/1/2020,-30.0,-10.0,-6.0,-31,-35.0,9
BE,Belgium,Brussels,Brussels,10/2/2020,-28.0,-10.0,-15.0,-25,-36.0,9
BE,Belgium,Brussels,Brussels,10/3/2020,-25.0,-13.0,13.0,-17,-15.0,4
BE,Belgium,Brussels,Brussels,10/4/2020,-29.0,-15.0,23.0,-23,-14.0,3
BE,Belgium,Brussels,Brussels,10/5/2020,-26.0,-10.0,4.0,-29,-39.0,8
BE,Belgium,Brussels,Brussels,10/6/2020,-27.0,-9.0,4.0,-30,-35.0,8
BE,Belgium,Brussels,Brussels,10/7/2020,-24.0,-7.0,14.0,-29,-34.0,8
BE,Belgium,Brussels,Brussels,10/8/2020,-40.0,-12.0,-23.0,-33,-37.0,10
BE,Belgium,Brussels,Brussels,10/9/2020,-36.0,-8.0,0.0,-29,-37.0,10
BE,Belgium,Brussels,Brussels,10/10/2020,-35.0,-16.0,14.0,-23,-18.0,5
BE,Belgium,Brussels,Brussels,10/11/2020,-46.0,-17.0,5.0,-30,-21.0,5
BE,Belgium,Brussels,Brussels,10/12/2020,-35.0,-12.0,6.0,-32,-41.0,10
BE,Belgium,Brussels,Brussels,10/13/2020,-37.0,-10.0,-10.0,-35,-37.0,10
BE,Belgium,Brussels,Brussels,10/14/2020,-37.0,-9.0,-5.0,-33,-36.0,10
BE,Belgium,Brussels,Brussels,10/15/2020,-40.0,-11.0,-10.0,-35,-38.0,11
BE,Belgium,Brussels,Brussels,10/16/2020,-39.0,-9.0,-8.0,-30,-38.0,12
BE,Belgium,Brussels,Brussels,10/17/2020,-37.0,-15.0,19.0,-23,-19.0,6
BE,Belgium,Brussels,Brussels,10/18/2020,-43.0,-16.0,14.0,-28,-21.0,5
BE,Belgium,Brussels,Brussels,10/19/2020,-48.0,-12.0,10.0,-37,-45.0,13
BE,Belgium,Brussels,Brussels,10/20/2020,-51.0,-10.0,-11.0,-42,-43.0,14
BE,Belgium,Brussels,Brussels,10/21/2020,-50.0,-8.0,-1.0,-39,-42.0,14
BE,Belgium,Brussels,Brussels,10/22/2020,-53.0,-10.0,-17.0,-42,-43.0,15
BE,Belgium,Brussels,Brussels,10/23/2020,-51.0,-6.0,3.0,-37,-43.0,15
BE,Belgium,Brussels,Brussels,10/24/2020,-52.0,-16.0,-3.0,-33,-27.0,10
BE,Belgium,Brussels,Brussels,10/25/2020,-58.0,-21.0,-4.0,-38,-30.0,8
BE,Belgium,Brussels,Brussels,10/26/2020,-50.0,-14.0,-3.0,-44,-49.0,16
BE,Belgium,Brussels,Brussels,10/27/2020,-52.0,-11.0,-14.0,-47,-48.0,16
BE,Belgium,Brussels,Brussels,10/28/2020,-54.0,-12.0,-20.0,-48,-52.0,17
BE,Belgium,Brussels,Brussels,10/29/2020,-55.0,-10.0,-36.0,-51,-53.0,18
BE,Belgium,Brussels,Brussels,10/30/2020,-50.0,-5.0,-20.0,-45,-53.0,18
BE,Belgium,Brussels,Brussels,10/31/2020,-45.0,-12.0,16.0,-29,-26.0,9
BE,Belgium,Brussels,Brussels,11/1/2020,-59.0,-20.0,-21.0,-43,-32.0,8
BE,Belgium,Brussels,Brussels,11/2/2020,-70.0,-28.0,-27.0,-65,-69.0,23
BE,Belgium,Brussels,Brussels,11/3/2020,-67.0,-15.0,2.0,-61,-62.0,21
BE,Belgium,Brussels,Brussels,11/4/2020,-67.0,-17.0,13.0,-58,-60.0,20
BE,Belgium,Brussels,Brussels,11/5/2020,-67.0,-18.0,4.0,-61,-62.0,21
BE,Belgium,Brussels,Brussels,11/6/2020,-68.0,-17.0,2.0,-57,-61.0,22
BE,Belgium,Brussels,Brussels,11/7/2020,-69.0,-23.0,44.0,-47,-34.0,12
BE,Belgium,Brussels,Brussels,11/8/2020,-66.0,-27.0,41.0,-48,-34.0,8
BE,Belgium,Brussels,Brussels,11/9/2020,-64.0,-22.0,4.0,-59,-61.0,20
BE,Belgium,Brussels,Brussels,11/10/2020,-66.0,-13.0,-27.0,-61,-60.0,20
BE,Belgium,Brussels,Brussels,11/11/2020,-75.0,-49.0,30.0,-68,-80.0,26
BE,Belgium,Brussels,Brussels,11/12/2020,-66.0,-9.0,-17.0,-59,-58.0,21
BE,Belgium,Brussels,Brussels,11/13/2020,-67.0,-14.0,-21.0,-56,-57.0,22
BE,Belgium,Brussels,Brussels,11/14/2020,-68.0,-19.0,32.0,-45,-31.0,12
BE,Belgium,Brussels,Brussels,11/15/2020,-72.0,-31.0,-38.0,-55,-37.0,10
BE,Belgium,Brussels,Brussels,11/16/2020,-64.0,-18.0,-21.0,-50,-50.0,18
BE,Belgium,Brussels,Brussels,11/17/2020,-64.0,-14.0,-8.0,-52,-48.0,18
BE,Belgium,Brussels,Brussels,11/18/2020,-62.0,-13.0,31.0,-48,-47.0,16
BE,Belgium,Brussels,Brussels,11/19/2020,-68.0,-18.0,-33.0,-53,-48.0,19
BE,Belgium,Brussels,Brussels,11/20/2020,-64.0,-10.0,-7.0,-48,-47.0,19
BE,Belgium,Brussels,Brussels,11/21/2020,-67.0,-20.0,13.0,-46,-30.0,12
BE,Belgium,Brussels,Brussels,11/22/2020,-69.0,-27.0,-4.0,-50,-35.0,9
BE,Belgium,Brussels,Brussels,11/23/2020,-62.0,-19.0,2.0,-49,-49.0,17
BE,Belgium,Brussels,Brussels,11/24/2020,-62.0,-12.0,8.0,-51,-46.0,17
BE,Belgium,Brussels,Brussels,11/25/2020,-63.0,-13.0,7.0,-48,-45.0,16
BE,Belgium,Brussels,Brussels,11/26/2020,-64.0,-13.0,-5.0,-50,-46.0,17
